cube25_cluster0	['cube26_cluster0', 'cube31_cluster0', 'cube32_cluster0', 'cube32_cluster1', 'cube33_cluster1', 'cube34_cluster0', 'cube40_cluster0', 'cube41_cluster0', 'cube42_cluster0', 'cube43_cluster0', 'cube43_cluster1']
cube25_cluster1	['cube26_cluster0', 'cube26_cluster1', 'cube33_cluster0', 'cube34_cluster0', 'cube34_cluster1', 'cube42_cluster1', 'cube43_cluster0']
cube26_cluster0	['cube32_cluster0', 'cube33_cluster0', 'cube33_cluster1', 'cube34_cluster0', 'cube41_cluster0', 'cube42_cluster0', 'cube42_cluster1', 'cube43_cluster0', 'cube43_cluster1']
cube26_cluster1	['cube33_cluster0', 'cube34_cluster1', 'cube42_cluster1', 'cube43_cluster0']
cube27_cluster0	['cube28_cluster0', 'cube29_cluster0', 'cube29_cluster1', 'cube35_cluster1', 'cube36_cluster1']
cube27_cluster1	['cube28_cluster1', 'cube35_cluster0', 'cube36_cluster0']
cube28_cluster0	['cube29_cluster0', 'cube29_cluster1', 'cube35_cluster1', 'cube36_cluster1']
cube28_cluster1	['cube35_cluster0', 'cube36_cluster0']
cube31_cluster0	['cube32_cluster1', 'cube33_cluster1', 'cube40_cluster0', 'cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube50_cluster0', 'cube51_cluster1', 'cube52_cluster1']
cube31_cluster1	['cube32_cluster1', 'cube33_cluster1', 'cube39_cluster1', 'cube40_cluster0', 'cube40_cluster1', 'cube41_cluster0', 'cube41_cluster1', 'cube42_cluster0', 'cube49_cluster1', 'cube50_cluster0', 'cube50_cluster1', 'cube51_cluster0', 'cube52_cluster1']
